@RELATION pokemonNew

@ATTRIBUTE Pokemon NUMERIC
@ATTRIBUTE Tipo1 NUMERIC 
@ATTRIBUTE Tipo2 NUMERIC 
@ATTRIBUTE Ability1 STRING
@ATTRIBUTE Ability2 STRING
@ATTRIBUTE Ability3 STRING
@ATTRIBUTE class {1,2,3,4,5,6,7,8,9,10,11,12}
@ATTRIBUTE HP REAL 
@ATTRIBUTE Atk REAL
@ATTRIBUTE Def REAL 
@ATTRIBUTE SpA REAL 
@ATTRIBUTE SpD REAL
@ATTRIBUTE Spe REAL 

@DATA
746,3,3,RKS-System,N,N,9,95,95,95,95,95,95
747,3,3,Gluttony,Torrent,N,8,75,98,63,98,63,101
748,1,1,Gluttony,Overgrow,N,8,75,98,63,98,63,101
749,2,2,Blaze,Gluttony,N,8,75,98,63,98,63,101
750,12,16,Keen-Eye,Weak-Armor,Sturdy,7,65,80,140,40,70,70
751,1,1,Grass-Pelt,Sap-Sipper,N,4,66,65,48,62,57,52
752,12,1,Chlorophyll,Leaf-Guard,Infiltrator,12,55,45,50,45,65,80
753,5,5,Cute-Charm,Wonder-Skin,Normalize,4,50,45,45,35,35,50
754,4,6,Battle-Armor,Sniper,Keen-Eye,4,40,50,90,30,55,65
755,6,3,Adaptability,Poison-Touch,Poison-Point,4,50,60,60,60,60,30
756,17,6,Aftermath,Stench,Keen-Eye,6,103,93,67,71,61,84
757,5,5,Truant,N,N,8,150,160,100,95,65,100
758,5,5,Truant,N,N,4,60,60,60,35,35,30
759,15,15,Gooey,Sap-Sipper,Hydration,12,68,75,53,83,113,60
760,10,3,Oblivious,Regenerator,Own-Tempo,9,95,75,110,100,80,30
761,10,3,Shell-Armor,N,N,2,95,75,180,130,80,30
762,10,3,Oblivious,Regenerator,Own-Tempo,9,95,75,80,100,110,30
763,10,3,Oblivious,Regenerator,Own-Tempo,4,90,65,65,40,40,15
764,2,2,Flame-Body,Weak-Armor,Magma-Armor,4,40,40,40,70,40,20
765,18,18,Sweet-Veil,Unburden,N,9,82,80,86,85,75,72
766,5,5,Moody,Technician,Own-Tempo,8,55,20,35,20,45,75
767,14,10,Forewarn,Oblivious,Hydration,4,45,30,15,85,65,65
768,17,14,Inner-Focus,Pickpocket,Keen-Eye,12,55,95,55,35,75,115
769,1,1,Contrary,Overgrow,N,4,45,45,55,45,55,63
770,5,5,Gluttony,Thick-Fat,Immunity,9,160,110,65,65,110,30
771,14,14,Ice-Body,Moody,Inner-Focus,4,50,50,50,50,50,50
772,1,14,Snow-Warning,Soundproof,N,4,60,62,50,62,60,40
773,18,18,Intimidate,Run-Away,Rattled,4,60,80,50,40,40,30
774,10,16,Full-Metal-Body,N,N,10,137,137,107,113,89,97
775,10,10,Magic-Guard,Regenerator,Overcoat,4,45,30,40,105,50,20
776,10,11,Levitate,N,N,8,90,95,85,55,65,70
777,12,5,Keen-Eye,Sniper,N,4,40,60,30,31,31,70
778,4,4,Friend-Guard,Shed-Skin,N,12,45,22,60,27,30,29
779,14,3,Ice-Body,Thick-Fat,Oblivious,4,70,40,50,55,50,25
780,4,6,Insomnia,Swarm,Sniper,4,40,60,40,40,40,30
781,5,5,Contrary,Tangled-Feet,Own-Tempo,8,60,60,60,60,60,60
782,17,13,Infiltrator,Pressure,N,9,50,92,108,92,108,35
783,10,10,Gluttony,Thick-Fat,Own-Tempo,4,60,25,35,70,80,60
784,18,18,Aroma-Veil,Healer,N,4,78,52,60,63,65,23
785,3,3,Rain-Dish,Torrent,N,4,44,48,65,50,64,43
786,5,5,Frisk,Sap-Sipper,Intimidate,8,73,95,62,85,65,85
787,12,5,Intimidate,Reckless,N,2,85,120,70,50,60,100
788,12,5,Intimidate,Reckless,N,12,55,75,50,40,40,80
789,12,5,Keen-Eye,Reckless,N,4,40,55,30,30,30,60
790,10,3,Analytic,Natural-Cure,Illuminate,11,60,75,85,100,85,115
791,3,3,Analytic,Natural-Cure,Illuminate,4,30,45,55,70,55,85
792,8,16,Rock-Head,Sturdy,Sheer-Force,6,75,85,200,55,65,30
793,8,16,Sand-Force,N,N,5,75,125,230,55,95,30
794,1,1,Leaf-Guard,Sweet-Veil,Oblivious,12,52,40,48,40,48,62
795,5,5,Intimidate,Scrappy,Sand-Rush,9,85,110,90,45,90,80
796,9,5,Cute-Charm,Klutz,Fluffy,4,70,75,50,45,50,50
797,7,8,Limber,Static,Sand-Veil,8,109,66,84,81,99,32
798,17,6,Aftermath,Stench,Keen-Eye,4,63,63,47,41,41,74
799,11,11,Rattled,Sturdy,Rock-Head,8,70,100,115,30,65,30
800,3,3,Pressure,N,N,3,100,75,115,90,115,85
801,1,1,Chlorophyll,Solar-Power,Early-Bird,8,75,75,55,105,85,30
802,1,1,Chlorophyll,Solar-Power,Early-Bird,4,30,30,30,30,30,30
803,4,3,Rain-Dish,Swift-Swim,N,4,40,30,32,50,52,65
804,12,5,Cloud-Nine,Natural-Cure,N,4,45,40,60,40,75,50
805,4,1,Chlorophyll,Overcoat,Leaf-Guard,12,55,63,90,50,80,42
806,6,6,Gluttony,Sticky-Hold,Liquid-Ooze,8,100,73,83,73,83,55
807,8,3,Damp,Torrent,N,11,100,110,90,85,90,60
808,8,3,Swift-Swim,N,N,5,100,150,110,95,110,70
809,12,3,Big-Pecks,Keen-Eye,Hydration,8,75,87,63,87,63,98
810,12,5,Guts,Scrappy,N,9,60,85,60,75,50,125
811,8,14,Oblivious,Thick-Fat,Snow-Cloak,4,50,50,40,30,30,50
812,18,18,Sweet-Veil,Unburden,N,12,62,48,66,59,57,49
813,12,10,Klutz,Unaware,Simple,8,67,57,55,77,55,114
814,18,18,Cute-Charm,Pixilate,N,11,95,65,65,110,130,60
815,12,5,Guts,Scrappy,N,4,40,55,30,30,30,85
816,2,12,Flame-Body,Gale-Wings,N,3,78,81,71,74,69,126
817,1,1,Chlorophyll,Regenerator,Leaf-Guard,12,65,55,115,100,40,60
818,1,1,Chlorophyll,Regenerator,Leaf-Guard,7,100,100,125,110,50,50
819,18,1,Grassy-Surge,Telepathy,N,7,70,130,115,85,95,75
820,18,3,Misty-Surge,Telepathy,N,7,70,75,115,95,130,85
821,7,18,Electric-Surge,Telepathy,N,7,70,115,85,95,75,130
822,18,10,Psychic-Surge,Telepathy,N,7,70,85,75,130,115,95
823,5,5,Anger-Point,Sheer-Force,Intimidate,6,75,100,95,40,70,110
824,5,5,Honey-Gather,Quick-Feet,Pickup,4,60,80,50,50,50,40
825,6,3,Clear-Body,Rain-Dish,Liquid-Ooze,4,40,40,35,50,100,70
826,6,3,Clear-Body,Rain-Dish,Liquid-Ooze,11,80,70,65,80,120,100
827,2,2,Blaze,Thick-Fat,N,4,65,63,45,45,45,45
828,9,11,Justified,N,N,2,91,129,90,72,90,108
829,9,9,Guts,Mold-Breaker,Inner-Focus,8,120,100,85,30,85,45
830,7,12,Defiant,Prankster,N,2,79,115,70,125,80,111
831,7,12,Volt-Absorb,N,N,2,79,105,70,145,80,101
832,9,9,Guts,Sheer-Force,Iron-Fist,4,75,80,55,25,35,35
833,11,3,Solid-Rock,Swift-Swim,Sturdy,4,54,78,103,53,45,22
834,7,16,Iron-Barbs,Sturdy,Lightning-Rod,9,65,98,63,40,73,96
835,18,12,Hustle,Super-Luck,Serene-Grace,11,85,50,95,120,115,80
836,18,18,Hustle,Super-Luck,Serene-Grace,4,35,20,65,40,65,20
837,18,12,Hustle,Super-Luck,Serene-Grace,12,55,40,85,80,105,40
838,2,2,Blaze,Speed-Boost,N,4,45,60,40,70,50,45
839,2,2,Drought,White-Smoke,Shell-Armor,9,70,85,140,85,70,20
840,12,12,Defiant,Prankster,N,3,79,115,70,125,80,111
841,12,12,Regenerator,N,N,2,79,100,80,110,90,121
842,2,2,Blaze,Intimidate,N,12,65,85,50,80,50,90
843,1,8,Overgrow,Shell-Armor,N,6,95,109,105,75,85,56
844,3,3,Sheer-Force,Torrent,N,4,50,65,64,44,48,43
845,12,5,Keen-Eye,Skill-Link,Sheer-Force,9,80,120,75,75,75,60
846,6,3,Limber,Regenerator,Merciless,7,50,63,152,53,142,35
847,9,6,Anticipation,Poison-Touch,Dry-Skin,9,83,106,65,86,65,85
848,12,5,Big-Pecks,Super-Luck,Rivalry,12,62,77,62,50,42,65
849,8,8,Arena-Trap,Sheer-Force,Hyper-Cutter,4,45,100,45,45,45,10
850,1,1,Overgrow,Unburden,N,4,40,45,35,65,55,70
851,13,1,Frisk,Natural-Cure,Harvest,8,85,110,76,65,82,56
852,12,1,Chlorophyll,Solar-Power,Harvest,8,99,68,83,72,87,51
853,6,6,Aftermath,Sticky-Hold,Stench,4,50,50,62,40,62,65
854,12,5,Keen-Eye,Skill-Link,Pickup,12,55,85,50,40,50,75
855,1,1,Leaf-Guard,Sweet-Veil,Queenly-Majesty,11,72,120,98,50,98,72
856,15,2,Shell-Armor,N,N,9,60,78,135,91,85,36
857,1,1,Overgrow,Shell-Armor,N,4,55,68,64,45,55,31
858,3,3,Hydration,Water-Absorb,Swift-Swim,4,50,50,40,50,40,64
859,7,7,Levitate,N,N,4,35,55,40,45,40,60
860,5,5,Battle-Armor,N,N,6,95,95,95,95,95,59
861,2,2,Blaze,Flash-Fire,N,9,78,84,78,109,85,100
862,17,11,Sand-Stream,Unnerve,N,7,100,134,110,95,100,61
863,17,11,Sand-Stream,N,N,5,100,164,150,95,120,71
864,15,11,Rock-Head,Strong-Jaw,N,9,82,121,119,69,59,71
865,9,9,Guts,Vital-Spirit,Steadfast,4,35,35,35,35,35,35
866,15,11,Strong-Jaw,Sturdy,N,4,58,89,77,45,45,48
867,17,17,Inner-Focus,Synchronize,N,9,95,65,110,60,130,65
868,12,5,Big-Pecks,Super-Luck,Rivalry,8,80,115,80,65,55,93
869,10,10,Levitate,N,N,8,48,72,48,72,48,48
870,5,5,Guts,Unnerve,Quick-Feet,8,90,130,75,75,75,55
871,10,10,Levitate,N,N,9,75,75,130,75,130,95
872,14,14,Ice-Body,Weak-Armor,Snow-Cloak,12,51,65,65,80,75,59
873,14,14,Ice-Body,Weak-Armor,Snow-Cloak,4,36,50,50,65,60,44
874,14,14,Ice-Body,Weak-Armor,Snow-Warning,8,71,95,85,110,95,79
875,3,3,Hydration,Water-Absorb,N,9,130,65,60,110,95,65
876,4,6,Poison-Point,Swarm,Speed-Boost,4,30,45,59,30,39,57
877,4,6,Shield-Dust,Wonder-Skin,Tinted-Lens,3,70,65,60,90,75,90
878,4,6,Compound-Eyes,Tinted-Lens,Run-Away,4,60,55,50,40,55,45
879,1,6,Chlorophyll,Overgrow,N,9,80,82,83,100,100,80
880,1,6,Thick-Fat,N,N,7,80,100,123,122,120,80
881,4,12,Pressure,Unnerve,N,8,70,80,102,80,102,40
882,15,8,Levitate,N,N,12,50,70,50,50,50,70
883,2,10,Victory-Star,N,N,2,100,100,100,100,100,100
884,1,6,Chlorophyll,Gluttony,N,8,80,105,65,100,70,70
885,5,5,Vital-Spirit,N,N,12,80,80,80,55,55,90
886,4,7,Levitate,N,N,9,77,70,90,145,75,43
887,1,6,Chlorophyll,Effect-Spore,N,6,75,80,85,110,90,50
888,9,1,Justified,N,N,9,91,90,72,90,129,108
889,4,12,Compound-Eyes,Shield-Dust,Friend-Guard,6,80,52,50,90,50,89
890,4,4,Illuminate,Swarm,Prankster,8,65,73,75,47,85,85
891,2,3,Water-Absorb,N,N,11,80,110,120,130,90,70
892,4,2,Flame-Body,Swarm,N,7,85,60,65,135,105,100
893,7,7,Aftermath,Static,Soundproof,4,40,30,50,55,55,100
894,17,12,Big-Pecks,Weak-Armor,Overcoat,4,70,55,75,45,65,60
895,2,2,Drought,Flash-Fire,N,4,38,41,40,50,65,65
896,14,14,Snow-Cloak,Snow-Warning,N,4,38,41,40,50,65,65
897,3,3,Oblivious,Water-Veil,Pressure,4,130,70,35,70,35,60
898,3,3,Oblivious,Water-Veil,Pressure,8,170,90,45,90,45,60
899,14,3,Ice-Body,Thick-Fat,Oblivious,8,110,80,90,95,90,65
900,3,3,Rain-Dish,Torrent,N,12,59,63,80,65,80,58
901,5,5,Analytic,Keen-Eye,Illuminate,8,60,85,69,60,69,77
902,17,14,Pickpocket,Pressure,N,2,70,120,65,45,85,125
903,4,6,Run-Away,Shield-Dust,N,4,40,35,30,20,20,50
904,1,6,Chlorophyll,Gluttony,N,12,65,90,50,85,45,55
905,6,6,Levitate,N,N,6,65,90,120,85,70,60
906,18,1,Chlorophyll,Prankster,Infiltrator,9,60,67,85,77,75,116
907,4,6,Poison-Point,Swarm,Speed-Boost,12,40,55,99,40,79,47
908,8,3,Anticipation,Oblivious,Hydration,8,110,78,73,76,71,60
909,5,5,Rattled,Soundproof,N,4,64,51,23,51,23,28
910,18,5,Competitive,Frisk,Cute-Charm,8,140,70,45,85,50,45
911,4,3,Wimp-Out,N,N,4,25,35,40,20,30,80
912,12,3,Hydration,Rain-Dish,Keen-Eye,4,40,30,30,55,30,85
913,3,3,Schooling,N,N,9,45,20,20,25,25,40
914,3,3,Schooling,N,N,9,45,140,130,140,135,30
915,10,10,Shadow-Tag,Telepathy,N,8,190,33,58,33,58,33
916,12,10,Klutz,Unaware,Simple,4,65,45,43,55,43,72
917,8,3,Damp,Water-Absorb,Unaware,4,55,45,45,25,25,15
918,4,1,Anticipation,Overcoat,N,8,60,59,85,79,105,36
919,4,8,Anticipation,Overcoat,N,8,60,79,105,59,85,36
920,4,16,Anticipation,Overcoat,N,8,60,69,95,69,95,36
921,4,4,Run-Away,Shield-Dust,N,4,45,45,35,20,30,20
922,10,10,Shadow-Tag,Telepathy,N,4,95,23,48,23,48,23
923,12,10,Early-Bird,Synchronize,Magic-Bounce,6,65,75,70,95,70,95
924,18,18,Fairy-Aura,N,N,10,126,131,95,131,98,99
925,7,7,Beast-Boost,N,N,7,83,89,71,173,71,83
926,13,13,Mummy,N,N,4,38,30,85,55,65,30
927,4,12,Compound-Eyes,Speed-Boost,Frisk,12,65,65,45,75,45,95
928,4,12,Frisk,Tinted-Lens,Speed-Boost,9,86,76,86,116,56,95
929,5,5,Adaptability,Strong-Jaw,Stakeout,4,48,70,30,30,30,45
930,17,12,Dark-Aura,N,N,10,126,131,95,131,98,99
931,5,5,Immunity,Toxic-Boost,N,6,73,115,60,60,60,90
932,7,12,Pressure,Static,N,7,90,90,85,125,90,100
933,7,7,Lightning-Rod,Sap-Sipper,Motor-Drive,8,75,100,63,80,63,116
934,15,7,Teravolt,N,N,10,100,150,120,120,100,90
935,5,5,Gluttony,Quick-Feet,Pickup,4,38,30,41,30,41,60
936,17,17,Illusion,N,N,9,60,105,60,120,60,105
937,17,17,Illusion,N,N,4,40,65,40,80,40,65
938,12,6,Infiltrator,Inner-Focus,N,4,40,45,35,30,40,55
939,17,15,Hustle,N,N,12,72,85,70,65,70,58
940,15,8,Aura-Break,Power-Construct,N,7,108,100,121,81,95,95
941,15,8,Aura-Break,Power-Construct,N,11,54,100,71,61,85,115
942,15,8,Power-Construct,N,N,10,216,100,121,91,95,85
