@RELATION pokemon

@ATTRIBUTE Pokemon STRING
@ATTRIBUTE Tipo1 NUMERIC {1 - 18}
@ATTRIBUTE Tipo2 NUMERIC {1 - 18}
@ATTRIBUTE Ability1 STRING
@ATTRIBUTE Ability2 STRING
@ATTRIBUTE Ability3 STRING
@ATTRIBUTE class NUMERIC {1 - 12}
@ATTRIBUTE HP NUMERIC {1 - 255}
@ATTRIBUTE Atk NUMERIC {5 - 190}
@ATTRIBUTE Def NUMERIC {5 - 230}
@ATTRIBUTE SpA NUMERIC {10 - 194}
@ATTRIBUTE SpD NUMERIC {20 - 230}
@ATTRIBUTE Spe NUMERIC {5 - 180}

@DATA
Rhyperior,8,11,Lightning-Rod,Solid-Rock,Reckless,9,115,140,130,55,55,40
Ribombee,4,18,Honey-Gather,Sweet-Veil,Shield-Dust,9,60,55,60,95,70,124
Riolu,9,9,Inner-Focus,Steadfast,Prankster,4,40,70,40,35,40,60
Rockruff,11,11,Keen-Eye,Vital-Spirit,Steadfast,4,45,65,40,30,40,60
Roggenrola,11,11,Sand-Force,Weak-Armor,Sturdy,4,55,75,85,25,25,15
Roselia,1,6,Leaf-Guard,Poison-Point,Natural-Cure,12,50,60,45,100,80,65
Roserade,1,6,Natural-Cure,Technician,Poison-Point,9,60,70,65,125,105,90
Rotom,7,13,Levitate,N,N,6,50,50,77,95,77,91
Rotom-Fan,7,12,Levitate,N,N,8,50,65,107,105,107,86
Rotom-Frost,7,14,Levitate,N,N,8,50,65,107,105,107,86
Rotom-Heat,7,2,Levitate,N,N,9,50,65,107,105,107,86
Rotom-Mow,7,1,Levitate,N,N,9,50,65,107,105,107,86
Rotom-Wash,7,3,Levitate,N,N,7,50,65,107,105,107,86
Rowlet,12,1,Long-Reach,Overgrow,N,4,68,55,55,50,50,42
Rufflet,12,5,Hustle,Sheer-Force,Keen-Eye,4,70,83,50,37,50,60
Sableye,17,13,Keen-Eye,Stall,Prankster,9,50,75,75,65,65,50
Sableye-Mega,17,13,Magic-Bounce,N,N,7,50,85,125,85,115,20
Salamence,15,12,Intimidate,Moxie,N,7,95,135,80,110,80,100
Salamence-Mega,15,12,Aerilate,N,N,10,95,145,130,120,90,120
Salandit,2,6,Corrosion,Oblivious,N,4,48,44,40,71,40,77
Salazzle,2,6,Corrosion,Oblivious,N,9,68,64,60,111,60,117
Samurott,3,3,Shell-Armor,Torrent,N,6,95,100,85,108,70,70
Sandile,17,8,Anger-Point,Moxie,Intimidate,4,50,72,35,35,35,65
Sandshrew,8,8,Sand-Rush,Sand-Veil,N,4,50,75,85,20,30,40
Sandshrew-Alola,14,16,Slush-Rush,Snow-Cloak,N,4,50,75,90,10,35,40
Sandslash,8,8,Sand-Rush,Sand-Veil,N,6,75,100,110,45,55,65
Sandslash-Alola,14,16,Slush-Rush,Snow-Cloak,N,9,75,100,120,25,65,65
Sandygast,13,8,Sand-Veil,Water-Compaction,N,4,55,55,80,70,45,15
Sawk,9,9,Inner-Focus,Sturdy,Mold-Breaker,9,75,125,75,30,75,85
Sawsbuck,1,5,Chlorophyll,Serene-Grace,Sap-Sipper,8,80,100,70,60,70,95
Scatterbug,4,4,Compound-Eyes,Shield-Dust,Friend-Guard,4,38,35,40,27,25,35
Sceptile,1,1,Overgrow,Unburden,N,6,70,85,65,105,85,120
Sceptile-Mega,15,1,Lightning-Rod,N,N,5,70,110,75,145,85,145
Scizor,4,16,Light-Metal,Technician,Swarm,11,70,130,100,55,80,65
Scizor-Mega,4,16,Technician,N,N,7,70,150,140,65,100,75
Scolipede,4,6,Poison-Point,Swarm,Speed-Boost,7,60,100,89,55,69,112
Scrafty,17,9,Intimidate,Shed-Skin,Moxie,9,65,90,115,45,115,58
Scraggy,17,9,Intimidate,Shed-Skin,Moxie,4,50,75,70,35,70,48
Scyther,4,12,Steadfast,Technician,Swarm,12,70,110,80,55,80,105
Seadra,3,3,Damp,Sniper,Poison-Point,12,55,65,95,95,45,85
Seaking,3,3,Lightning-Rod,Water-Veil,Swift-Swim,8,80,92,65,65,80,68
Sealeo,14,3,Ice-Body,Thick-Fat,Oblivious,12,90,60,70,75,70,45
Seedot,1,1,Chlorophyll,Pickpocket,Early-Bird,4,40,40,50,30,30,30
Seel,3,3,Hydration,Thick-Fat,Ice-Body,4,65,45,55,45,70,45
Seismitoad,8,3,Poison-Touch,Water-Absorb,Swift-Swim,9,105,95,75,85,75,74
Sentret,5,5,Frisk,Run-Away,Keen-Eye,4,35,46,34,35,45,20
Serperior,1,1,Contrary,Overgrow,N,2,75,75,95,75,95,113
Servine,1,1,Contrary,Overgrow,N,12,60,60,75,60,75,83
Seviper,6,6,Infiltrator,Shed-Skin,N,8,73,100,60,100,60,65
Sewaddle,4,1,Chlorophyll,Swarm,Overcoat,4,45,53,70,40,60,42
Sharpedo,17,3,Rough-Skin,Speed-Boost,N,9,70,120,40,95,40,95
Sharpedo-Mega,17,3,Strong-Jaw,N,N,11,70,140,70,110,65,105
Shaymin,1,1,Natural-Cure,N,N,9,100,100,100,100,100,100
Shaymin-Sky,12,1,Serene-Grace,N,N,10,100,103,75,120,75,127
Shedinja,4,13,Wonder-Guard,N,N,8,1,90,45,30,30,40
Shelgon,15,15,Overcoat,Rock-Head,N,12,65,95,100,60,50,50
Shellder,3,3,Overcoat,Skill-Link,Shell-Armor,4,30,65,100,45,25,40
Shellos,3,3,Sand-Force,Storm-Drain,Sticky-Hold,4,76,48,48,57,62,34
Shelmet,4,4,Hydration,Shell-Armor,Overcoat,4,50,40,85,40,65,25
Shieldon,11,16,Soundproof,Sturdy,N,4,30,42,118,42,88,30
Shiftry,17,1,Chlorophyll,Pickpocket,Early-Bird,6,90,100,60,90,60,80
Shiinotic,18,1,Effect-Spore,Rain-Dish,Illuminate,9,60,45,80,90,100,30
Shinx,7,7,Guts,Rivalry,Intimidate,4,45,65,34,40,34,45
Shroomish,1,1,Effect-Spore,Quick-Feet,Poison-Heal,4,60,40,60,40,60,35
Shuckle,4,11,Contrary,Sturdy,Gluttony,9,20,10,230,10,230,5
Shuppet,13,13,Cursed-Body,Insomnia,Frisk,4,44,75,35,63,33,45
Sigilyph,12,10,Magic-Guard,Wonder-Skin,Tinted-Lens,9,72,58,80,103,80,97
Silcoon,4,4,Shed-Skin,N,N,12,50,35,55,25,25,15
Silvally,5,5,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Bug,4,4,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Dark,17,17,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Dragon,15,15,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Electric,7,7,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Fairy,18,18,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Fighting,9,9,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Fire,2,2,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Flying,12,12,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Ghost,13,13,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Grass,1,1,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Ground,8,8,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Ice,14,14,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Poison,6,6,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Psychic,10,10,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Rock,11,11,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Steel,16,16,RKS-System,N,N,9,95,95,95,95,95,95
Silvally-Water,3,3,RKS-System,N,N,9,95,95,95,95,95,95
Simipour,3,3,Gluttony,Torrent,N,8,75,98,63,98,63,101
Simisage,1,1,Gluttony,Overgrow,N,8,75,98,63,98,63,101
Simisear,2,2,Blaze,Gluttony,N,8,75,98,63,98,63,101
Skarmory,12,16,Keen-Eye,Weak-Armor,Sturdy,7,65,80,140,40,70,70
Skiddo,1,1,Grass-Pelt,Sap-Sipper,N,4,66,65,48,62,57,52
Skiploom,12,1,Chlorophyll,Leaf-Guard,Infiltrator,12,55,45,50,45,65,80
Skitty,5,5,Cute-Charm,Wonder-Skin,Normalize,4,50,45,45,35,35,50
Skorupi,4,6,Battle-Armor,Sniper,Keen-Eye,4,40,50,90,30,55,65
Skrelp,6,3,Adaptability,Poison-Touch,Poison-Point,4,50,60,60,60,60,30
Skuntank,17,6,Aftermath,Stench,Keen-Eye,6,103,93,67,71,61,84
Slaking,5,5,Truant,N,N,8,150,160,100,95,65,100
Slakoth,5,5,Truant,N,N,4,60,60,60,35,35,30
Sliggoo,15,15,Gooey,Sap-Sipper,Hydration,12,68,75,53,83,113,60
Slowbro,10,3,Oblivious,Regenerator,Own-Tempo,9,95,75,110,100,80,30
Slowbro-Mega,10,3,Shell-Armor,N,N,2,95,75,180,130,80,30
Slowking,10,3,Oblivious,Regenerator,Own-Tempo,9,95,75,80,100,110,30
Slowpoke,10,3,Oblivious,Regenerator,Own-Tempo,4,90,65,65,40,40,15
Slugma,2,2,Flame-Body,Weak-Armor,Magma-Armor,4,40,40,40,70,40,20
Slurpuff,18,18,Sweet-Veil,Unburden,N,9,82,80,86,85,75,72
Smeargle,5,5,Moody,Technician,Own-Tempo,8,55,20,35,20,45,75
Smoochum,14,10,Forewarn,Oblivious,Hydration,4,45,30,15,85,65,65
Sneasel,17,14,Inner-Focus,Pickpocket,Keen-Eye,12,55,95,55,35,75,115
Snivy,1,1,Contrary,Overgrow,N,4,45,45,55,45,55,63
Snorlax,5,5,Gluttony,Thick-Fat,Immunity,9,160,110,65,65,110,30
Snorunt,14,14,Ice-Body,Moody,Inner-Focus,4,50,50,50,50,50,50
Snover,1,14,Snow-Warning,Soundproof,N,4,60,62,50,62,60,40
Snubbull,18,18,Intimidate,Run-Away,Rattled,4,60,80,50,40,40,30
Solgaleo,10,16,Full-Metal-Body,N,N,10,137,137,107,113,89,97
Solosis,10,10,Magic-Guard,Regenerator,Overcoat,4,45,30,40,105,50,20
Solrock,10,11,Levitate,N,N,8,90,95,85,55,65,70
Spearow,12,5,Keen-Eye,Sniper,N,4,40,60,30,31,31,70
Spewpa,4,4,Friend-Guard,Shed-Skin,N,12,45,22,60,27,30,29
Spheal,14,3,Ice-Body,Thick-Fat,Oblivious,4,70,40,50,55,50,25
Spinarak,4,6,Insomnia,Swarm,Sniper,4,40,60,40,40,40,30
Spinda,5,5,Contrary,Tangled-Feet,Own-Tempo,8,60,60,60,60,60,60
Spiritomb,17,13,Infiltrator,Pressure,N,9,50,92,108,92,108,35
Spoink,10,10,Gluttony,Thick-Fat,Own-Tempo,4,60,25,35,70,80,60
Spritzee,18,18,Aroma-Veil,Healer,N,4,78,52,60,63,65,23
Squirtle,3,3,Rain-Dish,Torrent,N,4,44,48,65,50,64,43
Stantler,5,5,Frisk,Sap-Sipper,Intimidate,8,73,95,62,85,65,85
Staraptor,12,5,Intimidate,Reckless,N,2,85,120,70,50,60,100
Staravia,12,5,Intimidate,Reckless,N,12,55,75,50,40,40,80
Starly,12,5,Keen-Eye,Reckless,N,4,40,55,30,30,30,60
Starmie,10,3,Analytic,Natural-Cure,Illuminate,11,60,75,85,100,85,115
Staryu,3,3,Analytic,Natural-Cure,Illuminate,4,30,45,55,70,55,85
Steelix,8,16,Rock-Head,Sturdy,Sheer-Force,6,75,85,200,55,65,30
Steelix-Mega,8,16,Sand-Force,N,N,5,75,125,230,55,95,30
Steenee,1,1,Leaf-Guard,Sweet-Veil,Oblivious,12,52,40,48,40,48,62
Stoutland,5,5,Intimidate,Scrappy,Sand-Rush,9,85,110,90,45,90,80
Stufful,9,5,Cute-Charm,Klutz,Fluffy,4,70,75,50,45,50,50
Stunfisk,7,8,Limber,Static,Sand-Veil,8,109,66,84,81,99,32
Stunky,17,6,Aftermath,Stench,Keen-Eye,4,63,63,47,41,41,74
Sudowoodo,11,11,Rattled,Sturdy,Rock-Head,8,70,100,115,30,65,30
Suicune,3,3,Pressure,N,N,3,100,75,115,90,115,85
Sunflora,1,1,Chlorophyll,Solar-Power,Early-Bird,8,75,75,55,105,85,30
Sunkern,1,1,Chlorophyll,Solar-Power,Early-Bird,4,30,30,30,30,30,30
Surskit,4,3,Rain-Dish,Swift-Swim,N,4,40,30,32,50,52,65
Swablu,12,5,Cloud-Nine,Natural-Cure,N,4,45,40,60,40,75,50
Swadloon,4,1,Chlorophyll,Overcoat,Leaf-Guard,12,55,63,90,50,80,42
Swalot,6,6,Gluttony,Sticky-Hold,Liquid-Ooze,8,100,73,83,73,83,55
Swampert,8,3,Damp,Torrent,N,11,100,110,90,85,90,60
Swampert-Mega,8,3,Swift-Swim,N,N,5,100,150,110,95,110,70
Swanna,12,3,Big-Pecks,Keen-Eye,Hydration,8,75,87,63,87,63,98
Swellow,12,5,Guts,Scrappy,N,9,60,85,60,75,50,125
Swinub,8,14,Oblivious,Thick-Fat,Snow-Cloak,4,50,50,40,30,30,50
Swirlix,18,18,Sweet-Veil,Unburden,N,12,62,48,66,59,57,49
Swoobat,12,10,Klutz,Unaware,Simple,8,67,57,55,77,55,114
Sylveon,18,18,Cute-Charm,Pixilate,N,11,95,65,65,110,130,60
Taillow,12,5,Guts,Scrappy,N,4,40,55,30,30,30,85
Talonflame,2,12,Flame-Body,Gale-Wings,N,3,78,81,71,74,69,126
Tangela,1,1,Chlorophyll,Regenerator,Leaf-Guard,12,65,55,115,100,40,60
Tangrowth,1,1,Chlorophyll,Regenerator,Leaf-Guard,7,100,100,125,110,50,50
Tapu-Bulu,18,1,Grassy-Surge,Telepathy,N,7,70,130,115,85,95,75
Tapu-Fini,18,3,Misty-Surge,Telepathy,N,7,70,75,115,95,130,85
Tapu-Koko,7,18,Electric-Surge,Telepathy,N,7,70,115,85,95,75,130
Tapu-Lele,18,10,Psychic-Surge,Telepathy,N,7,70,85,75,130,115,95
Tauros,5,5,Anger-Point,Sheer-Force,Intimidate,6,75,100,95,40,70,110
Teddiursa,5,5,Honey-Gather,Quick-Feet,Pickup,4,60,80,50,50,50,40
Tentacool,6,3,Clear-Body,Rain-Dish,Liquid-Ooze,4,40,40,35,50,100,70
Tentacruel,6,3,Clear-Body,Rain-Dish,Liquid-Ooze,11,80,70,65,80,120,100
Tepig,2,2,Blaze,Thick-Fat,N,4,65,63,45,45,45,45
Terrakion,9,11,Justified,N,N,2,91,129,90,72,90,108
Throh,9,9,Guts,Mold-Breaker,Inner-Focus,8,120,100,85,30,85,45
Thundurus,7,12,Defiant,Prankster,N,2,79,115,70,125,80,111
Thundurus-Therian,7,12,Volt-Absorb,N,N,2,79,105,70,145,80,101
Timburr,9,9,Guts,Sheer-Force,Iron-Fist,4,75,80,55,25,35,35
Tirtouga,11,3,Solid-Rock,Swift-Swim,Sturdy,4,54,78,103,53,45,22
Togedemaru,7,16,Iron-Barbs,Sturdy,Lightning-Rod,9,65,98,63,40,73,96
Togekiss,18,12,Hustle,Super-Luck,Serene-Grace,11,85,50,95,120,115,80
Togepi,18,18,Hustle,Super-Luck,Serene-Grace,4,35,20,65,40,65,20
Togetic,18,12,Hustle,Super-Luck,Serene-Grace,12,55,40,85,80,105,40
Torchic,2,2,Blaze,Speed-Boost,N,4,45,60,40,70,50,45
Torkoal,2,2,Drought,White-Smoke,Shell-Armor,9,70,85,140,85,70,20
Tornadus,12,12,Defiant,Prankster,N,3,79,115,70,125,80,111
Tornadus-Therian,12,12,Regenerator,N,N,2,79,100,80,110,90,121
Torracat,2,2,Blaze,Intimidate,N,12,65,85,50,80,50,90
Torterra,1,8,Overgrow,Shell-Armor,N,6,95,109,105,75,85,56
Totodile,3,3,Sheer-Force,Torrent,N,4,50,65,64,44,48,43
Toucannon,12,5,Keen-Eye,Skill-Link,Sheer-Force,9,80,120,75,75,75,60
Toxapex,6,3,Limber,Regenerator,Merciless,7,50,63,152,53,142,35
Toxicroak,9,6,Anticipation,Poison-Touch,Dry-Skin,9,83,106,65,86,65,85
Tranquill,12,5,Big-Pecks,Super-Luck,Rivalry,12,62,77,62,50,42,65
Trapinch,8,8,Arena-Trap,Sheer-Force,Hyper-Cutter,4,45,100,45,45,45,10
Treecko,1,1,Overgrow,Unburden,N,4,40,45,35,65,55,70
Trevenant,13,1,Frisk,Natural-Cure,Harvest,8,85,110,76,65,82,56
Tropius,12,1,Chlorophyll,Solar-Power,Harvest,8,99,68,83,72,87,51
Trubbish,6,6,Aftermath,Sticky-Hold,Stench,4,50,50,62,40,62,65
Trumbeak,12,5,Keen-Eye,Skill-Link,Pickup,12,55,85,50,40,50,75
Tsareena,1,1,Leaf-Guard,Sweet-Veil,Queenly-Majesty,11,72,120,98,50,98,72
Turtonator,15,2,Shell-Armor,N,N,9,60,78,135,91,85,36
Turtwig,1,1,Overgrow,Shell-Armor,N,4,55,68,64,45,55,31
Tympole,3,3,Hydration,Water-Absorb,Swift-Swim,4,50,50,40,50,40,64
Tynamo,7,7,Levitate,N,N,4,35,55,40,45,40,60
Type:-Null,5,5,Battle-Armor,N,N,6,95,95,95,95,95,59
Typhlosion,2,2,Blaze,Flash-Fire,N,9,78,84,78,109,85,100
Tyranitar,17,11,Sand-Stream,Unnerve,N,7,100,134,110,95,100,61
Tyranitar-Mega,17,11,Sand-Stream,N,N,5,100,164,150,95,120,71
Tyrantrum,15,11,Rock-Head,Strong-Jaw,N,9,82,121,119,69,59,71
Tyrogue,9,9,Guts,Vital-Spirit,Steadfast,4,35,35,35,35,35,35
Tyrunt,15,11,Strong-Jaw,Sturdy,N,4,58,89,77,45,45,48
Umbreon,17,17,Inner-Focus,Synchronize,N,9,95,65,110,60,130,65
Unfezant,12,5,Big-Pecks,Super-Luck,Rivalry,8,80,115,80,65,55,93
Unown,10,10,Levitate,N,N,8,48,72,48,72,48,48
Ursaring,5,5,Guts,Unnerve,Quick-Feet,8,90,130,75,75,75,55
Uxie,10,10,Levitate,N,N,9,75,75,130,75,130,95
Vanillish,14,14,Ice-Body,Weak-Armor,Snow-Cloak,12,51,65,65,80,75,59
Vanillite,14,14,Ice-Body,Weak-Armor,Snow-Cloak,4,36,50,50,65,60,44
Vanilluxe,14,14,Ice-Body,Weak-Armor,Snow-Warning,8,71,95,85,110,95,79
Vaporeon,3,3,Hydration,Water-Absorb,N,9,130,65,60,110,95,65
Venipede,4,6,Poison-Point,Swarm,Speed-Boost,4,30,45,59,30,39,57
Venomoth,4,6,Shield-Dust,Wonder-Skin,Tinted-Lens,3,70,65,60,90,75,90
Venonat,4,6,Compound-Eyes,Tinted-Lens,Run-Away,4,60,55,50,40,55,45
Venusaur,1,6,Chlorophyll,Overgrow,N,9,80,82,83,100,100,80
Venusaur-Mega,1,6,Thick-Fat,N,N,7,80,100,123,122,120,80
Vespiquen,4,12,Pressure,Unnerve,N,8,70,80,102,80,102,40
Vibrava,15,8,Levitate,N,N,12,50,70,50,50,50,70
Victini,2,10,Victory-Star,N,N,2,100,100,100,100,100,100
Victreebel,1,6,Chlorophyll,Gluttony,N,8,80,105,65,100,70,70
Vigoroth,5,5,Vital-Spirit,N,N,12,80,80,80,55,55,90
Vikavolt,4,7,Levitate,N,N,9,77,70,90,145,75,43
Vileplume,1,6,Chlorophyll,Effect-Spore,N,6,75,80,85,110,90,50
Virizion,9,1,Justified,N,N,9,91,90,72,90,129,108
Vivillon,4,12,Compound-Eyes,Shield-Dust,Friend-Guard,6,80,52,50,90,50,89
Volbeat,4,4,Illuminate,Swarm,Prankster,8,65,73,75,47,85,85
Volcanion,2,3,Water-Absorb,N,N,11,80,110,120,130,90,70
Volcarona,4,2,Flame-Body,Swarm,N,7,85,60,65,135,105,100
Voltorb,7,7,Aftermath,Static,Soundproof,4,40,30,50,55,55,100
Vullaby,17,12,Big-Pecks,Weak-Armor,Overcoat,4,70,55,75,45,65,60
Vulpix,2,2,Drought,Flash-Fire,N,4,38,41,40,50,65,65
Vulpix-Alola,14,14,Snow-Cloak,Snow-Warning,N,4,38,41,40,50,65,65
Wailmer,3,3,Oblivious,Water-Veil,Pressure,4,130,70,35,70,35,60
Wailord,3,3,Oblivious,Water-Veil,Pressure,8,170,90,45,90,45,60
Walrein,14,3,Ice-Body,Thick-Fat,Oblivious,8,110,80,90,95,90,65
Wartortle,3,3,Rain-Dish,Torrent,N,12,59,63,80,65,80,58
Watchog,5,5,Analytic,Keen-Eye,Illuminate,8,60,85,69,60,69,77
Weavile,17,14,Pickpocket,Pressure,N,2,70,120,65,45,85,125
Weedle,4,6,Run-Away,Shield-Dust,N,4,40,35,30,20,20,50
Weepinbell,1,6,Chlorophyll,Gluttony,N,12,65,90,50,85,45,55
Weezing,6,6,Levitate,N,N,6,65,90,120,85,70,60
Whimsicott,18,1,Chlorophyll,Prankster,Infiltrator,9,60,67,85,77,75,116
Whirlipede,4,6,Poison-Point,Swarm,Speed-Boost,12,40,55,99,40,79,47
Whiscash,8,3,Anticipation,Oblivious,Hydration,8,110,78,73,76,71,60
Whismur,5,5,Rattled,Soundproof,N,4,64,51,23,51,23,28
Wigglytuff,18,5,Competitive,Frisk,Cute-Charm,8,140,70,45,85,50,45
Wimpod,4,3,Wimp-Out,N,N,4,25,35,40,20,30,80
Wingull,12,3,Hydration,Rain-Dish,Keen-Eye,4,40,30,30,55,30,85
Wishiwashi,3,3,Schooling,N,N,9,45,20,20,25,25,40
Wishiwashi-School,3,3,Schooling,N,N,9,45,140,130,140,135,30
Wobbuffet,10,10,Shadow-Tag,Telepathy,N,8,190,33,58,33,58,33
Woobat,12,10,Klutz,Unaware,Simple,4,65,45,43,55,43,72
Wooper,8,3,Damp,Water-Absorb,Unaware,4,55,45,45,25,25,15
Wormadam,4,1,Anticipation,Overcoat,N,8,60,59,85,79,105,36
Wormadam-Sandy,4,8,Anticipation,Overcoat,N,8,60,79,105,59,85,36
Wormadam-Trash,4,16,Anticipation,Overcoat,N,8,60,69,95,69,95,36
Wurmple,4,4,Run-Away,Shield-Dust,N,4,45,45,35,20,30,20
Wynaut,10,10,Shadow-Tag,Telepathy,N,4,95,23,48,23,48,23
Xatu,12,10,Early-Bird,Synchronize,Magic-Bounce,6,65,75,70,95,70,95
Xerneas,18,18,Fairy-Aura,N,N,10,126,131,95,131,98,99
Xurkitree,7,7,Beast-Boost,N,N,7,83,89,71,173,71,83
Yamask,13,13,Mummy,N,N,4,38,30,85,55,65,30
Yanma,4,12,Compound-Eyes,Speed-Boost,Frisk,12,65,65,45,75,45,95
Yanmega,4,12,Frisk,Tinted-Lens,Speed-Boost,9,86,76,86,116,56,95
Yungoos,5,5,Adaptability,Strong-Jaw,Stakeout,4,48,70,30,30,30,45
Yveltal,17,12,Dark-Aura,N,N,10,126,131,95,131,98,99
Zangoose,5,5,Immunity,Toxic-Boost,N,6,73,115,60,60,60,90
Zapdos,7,12,Pressure,Static,N,7,90,90,85,125,90,100
Zebstrika,7,7,Lightning-Rod,Sap-Sipper,Motor-Drive,8,75,100,63,80,63,116
Zekrom,15,7,Teravolt,N,N,10,100,150,120,120,100,90
Zigzagoon,5,5,Gluttony,Quick-Feet,Pickup,4,38,30,41,30,41,60
Zoroark,17,17,Illusion,N,N,9,60,105,60,120,60,105
Zorua,17,17,Illusion,N,N,4,40,65,40,80,40,65
Zubat,12,6,Infiltrator,Inner-Focus,N,4,40,45,35,30,40,55
Zweilous,17,15,Hustle,N,N,12,72,85,70,65,70,58
Zygarde,15,8,Aura-Break,Power-Construct,N,7,108,100,121,81,95,95
Zygarde-10,15,8,Aura-Break,Power-Construct,N,11,54,100,71,61,85,115
Zygarde-Complete,15,8,Power-Construct,N,N,10,216,100,121,91,95,85
